,SATID,satname,program,valid,area_1,area_2
1052,,,,0.0,,
1053,,,,0.0,,
1054,,,,0.0,,
1055,,,,0.0,,
1056,,,,0.0,,
1057,,,,0.0,,
1058,,,,0.0,,
1059,,,,0.0,,
1060,,,,0.0,,
1061,,,,0.0,,
1062,,,,0.0,,
1063,,,,0.0,,
1064,,,,0.0,,
1065,,,,0.0,,
1066,S01291,SR 7B,POPPY,1.0,0.25,0.75
1067,S01292,GGSE 3,POPPY,1.0,0.3,15.5
1068,S01293,OSCAR 3,OSCAR,1.0,0.08,0.56
1069,,,,0.0,,
1070,,,,0.0,,
1071,,,,0.0,,
1072,,,,0.0,,
1073,,,,0.0,,
1074,,,,0.0,,
1075,,,,0.0,,
1076,,,,0.0,,
1077,,,,0.0,,
1078,,,,0.0,,
1079,,,,0.0,,
1080,,,,0.0,,
1081,,,,0.0,,
1082,S01314,SNAPSHOT-1,SNAPSHOT,1.0,7.5,7.5
1083,S01315,EGRS IV,Secor II,1.0,0.08,0.2
1084,S01316,SNAPSHOT Heat Shield,-,1.0,3.0,3.0
1085,S01317,Early Bird,Intelsat,1.0,0.42,0.49
1086,S01318,Delta 30 Stage 3,-,1.0,0.75,0.75
1087,,,,0.0,,
1088,,,,0.0,,
1089,,,,0.0,,
1090,,,,0.0,,
1091,,,,0.0,,
1092,,,,0.0,,
1093,S01328,Explorer 27,Explorer BE,1.0,0.36,5.52
1094,,,,0.0,,
1095,,,,0.0,,
1096,,,,0.0,,
1097,,,,0.0,,
1098,,,,0.0,,
1099,,,,0.0,,
1100,,,,0.0,,
1101,,,,0.0,,
1102,,,,0.0,,
1103,,,,0.0,,
1104,,,,0.0,,
1105,,,,0.0,,
1106,,,,0.0,,
1107,,,,0.0,,
1108,,,,0.0,,
1109,,,,0.0,,
1110,,,,0.0,,
1111,,,,0.0,,
1112,,,,0.0,,
1113,,,,0.0,,
1114,,,,0.0,,
1115,,,,0.0,,
1116,,,,0.0,,
1117,,,,0.0,,
1118,,,,0.0,,
1119,,,,0.0,,
1120,S01358,Scout S136R Stage 4,-,1.0,0.75,0.75
1121,S01359,Titan 3A Ballast,Transtage PL,1.0,2.0,2.0
1122,S01360,LES 2,LES,1.0,0.36,0.36
1123,S01361,LCS 1,LCS,1.0,1.21,1.21
1124,,,,0.0,,
1125,,,,0.0,,
1126,,,,0.0,,
1127,,,,0.0,,
1128,,,,0.0,,
1129,,,,0.0,,
1130,,,,0.0,,
1131,,,,0.0,,
1132,,,,0.0,,
1133,,,,0.0,,
1134,,,,0.0,,
1135,,,,0.0,,
1136,,,,0.0,,
1137,,,,0.0,,
1138,,,,0.0,,
1139,,,,0.0,,
1140,,,,0.0,,
1141,,,,0.0,,
1142,,,,0.0,,
1143,,,,0.0,,
1144,,,,0.0,,
1145,,,,0.0,,
1146,S01389,SNAPSHOT Heat Shield,-,1.0,3.0,3.0
1147,,,,0.0,,
1148,,,,0.0,,
1149,,,,0.0,,
1150,,,,0.0,,
1151,,,,0.0,,
1152,,,,0.0,,
1153,,,,0.0,,
1154,,,,0.0,,
1155,,,,0.0,,
1156,,,,0.0,,
1157,,,,0.0,,
1158,,,,0.0,,
1159,,,,0.0,,
1160,,,,0.0,,
1161,,,,0.0,,
1162,,,,0.0,,
1163,,,,0.0,,
1164,,,,0.0,,
1165,,,,0.0,,
1166,,,,0.0,,
1167,S01420,NNS 30040,NNS,1.0,0.15,15.0
1168,,,,0.0,,
1169,,,,0.0,,
1170,,,,0.0,,
1171,,,,0.0,,
1172,,,,0.0,,
1173,,,,0.0,,
1174,,,,0.0,,
1175,S01428,Ablestar 019,-,1.0,6.72,6.72
1176,S01430,Tiros 10,Tiros,1.0,0.66,1.21
1177,,,,0.0,,
1178,,,,0.0,,
1179,S01433,Delta 32 Stage 3,-,1.0,0.75,0.75
1180,,,,0.0,,
1181,,,,0.0,,
1182,,,,0.0,,
1183,,,,0.0,,
1184,,,,0.0,,
1185,,,,0.0,,
1186,,,,0.0,,
1187,,,,0.0,,
1188,,,,0.0,,
1189,,,,0.0,,
1190,,,,0.0,,
1191,,,,0.0,,
1192,,,,0.0,,
1193,,,,0.0,,
1194,,,,0.0,,
1195,,,,0.0,,
1196,,,,0.0,,
1197,,,,0.0,,
1198,,,,0.0,,
1199,S01458,Vela 3A,Vela,1.0,1.96,1.96
1200,S01459,Vela 3B,Vela,1.0,1.96,1.96
1201,,,,0.0,,
1202,,,,0.0,,
1203,,,,0.0,,
1204,,,,0.0,,
1205,,,,0.0,,
1206,,,,0.0,,
1207,,,,0.0,,
1208,,,,0.0,,
1209,,,,0.0,,
1210,,,,0.0,,
1211,,,,0.0,,
1212,,,,0.0,,
1213,,,,0.0,,
1214,,,,0.0,,
1215,,,,0.0,,
1216,,,,0.0,,
1217,,,,0.0,,
1218,,,,0.0,,
1219,,,,0.0,,
1220,,,,0.0,,
1221,,,,0.0,,
1222,,,,0.0,,
1223,,,,0.0,,
1224,,,,0.0,,
1225,,,,0.0,,
1226,,,,0.0,,
1227,,,,0.0,,
1228,,,,0.0,,
1229,,,,0.0,,
1230,,,,0.0,,
1231,,,,0.0,,
1232,,,,0.0,,
1233,,,,0.0,,
1234,,,,0.0,,
1235,,,,0.0,,
1236,,,,0.0,,
1237,,,,0.0,,
1238,,,,0.0,,
1239,S01502,SEV,NASA Small,1.0,0.1,0.25
1240,,,,0.0,,
1241,,,,0.0,,
1242,S01506,EGRS V,Secor I,1.0,0.25,0.25
1243,S01508,Ablestar 020,-,1.0,6.72,6.72
1244,S01510,Dodecapole 2,NRL Cal,1.0,0.04,3.04
1245,,,,0.0,,
1246,S01512,Tempsat 1,NRL Cal,1.0,0.16,0.16
1247,,,,0.0,,
1248,S01514,NNS 30050,NNS,1.0,0.15,15.0
1249,S01515,Navspasur Rod,NRL Cal,1.0,0.16,0.16
1250,,,,0.0,,
1251,,,,0.0,,
1252,S01520,Calsphere,NRL Cal,1.0,0.16,0.16
1253,,,,0.0,,
1254,,,,0.0,,
1255,,,,0.0,,
1256,,,,0.0,,
1257,,,,0.0,,
1258,,,,0.0,,
1259,,,,0.0,,
1260,,,,0.0,,
1261,,,,0.0,,
1262,,,,0.0,,
1263,,,,0.0,,
1264,,,,0.0,,
1265,,,,0.0,,
1266,,,,0.0,,
1267,,,,0.0,,
1268,,,,0.0,,
1269,,,,0.0,,
1270,,,,0.0,,
1271,,,,0.0,,
1272,,,,0.0,,
1273,,,,0.0,,
1274,,,,0.0,,
1275,,,,0.0,,
1276,,,,0.0,,
1277,,,,0.0,,
1278,,,,0.0,,
1279,,,,0.0,,
1280,,,,0.0,,
1281,,,,0.0,,
1282,,,,0.0,,
1283,,,,0.0,,
1284,,,,0.0,,
1285,,,,0.0,,
1286,,,,0.0,,
1287,,,,0.0,,
1288,,,,0.0,,
1289,,,,0.0,,
1290,,,,0.0,,
1291,,,,0.0,,
1292,,,,0.0,,
1293,,,,0.0,,
1294,,,,0.0,,
1295,,,,0.0,,
1296,,,,0.0,,
1297,,,,0.0,,
1298,,,,0.0,,
1299,S01570,Kosmos-80,Strela-1,1.0,0.64,0.64
1300,S01571,Kosmos-81,Strela-1,1.0,0.64,0.64
1301,S01572,Kosmos-82,Strela-1,1.0,0.64,0.64
1302,S01573,Kosmos-83,Strela-1,1.0,0.64,0.64
1303,S01574,Kosmos-84,Strela-1,1.0,0.64,0.64
1304,S01575,Kosmos-3 No. 07LS Stage 2,-,1.0,10.08,10.08
1305,,,,0.0,,
1306,S01577,SURCAL 5,SURCAL,1.0,0.04,0.04
1307,,,,0.0,,
1308,S01580,OPS 8068,DMSP,1.0,0.3,0.36
1309,,,,0.0,,
1310,,,,0.0,,
1311,S01583,Thor Burner 1 (2) Stage 2,-,1.0,0.75,0.75
1312,S01584,Kosmos-86,Strela-1,1.0,0.64,0.64
1313,S01585,Kosmos-87,Strela-1,1.0,0.64,0.64
1314,S01586,Kosmos-88,Strela-1,1.0,0.64,0.64
1315,S01587,Kosmos-89,Strela-1,1.0,0.64,0.64
1316,S01588,Kosmos-90,Strela-1,1.0,0.64,0.64
1317,S01589,Kosmos-3 No. 08LS Stage 2,-,1.0,10.08,10.08
1318,,,,0.0,,
1319,,,,0.0,,
1320,,,,0.0,,
1321,,,,0.0,,
1322,,,,0.0,,
1323,,,,0.0,,
1324,,,,0.0,,
1325,,,,0.0,,
1326,,,,0.0,,
1327,,,,0.0,,
1328,,,,0.0,,
1329,,,,0.0,,
1330,,,,0.0,,
1331,,,,0.0,,
1332,S01613,OV1-2,OV1 X,1.0,0.98,0.98
1333,,,,0.0,,
1334,S01616,OV1-2P,-,1.0,1.47,1.47
1335,,,,0.0,,
1336,,,,0.0,,
1337,,,,0.0,,
1338,,,,0.0,,
1339,,,,0.0,,
1340,,,,0.0,,
1341,,,,0.0,,
1342,,,,0.0,,
1343,,,,0.0,,
1344,,,,0.0,,
1345,,,,0.0,,
1346,,,,0.0,,
1347,,,,0.0,,
1348,,,,0.0,,
1349,S01641,OV2-1,OV2,1.0,0.36,1.5
1350,,,,0.0,,
1351,,,,0.0,,
1352,,,,0.0,,
1353,,,,0.0,,
1354,,,,0.0,,
1355,,,,0.0,,
1356,,,,0.0,,
1357,,,,0.0,,
1358,,,,0.0,,
1359,,,,0.0,,
1360,,,,0.0,,
1361,,,,0.0,,
1362,,,,0.0,,
1363,,,,0.0,,
1364,,,,0.0,,
1365,,,,0.0,,
1366,,,,0.0,,
1367,,,,0.0,,
1368,,,,0.0,,
1369,,,,0.0,,
1370,,,,0.0,,
1371,,,,0.0,,
1372,,,,0.0,,
1373,,,,0.0,,
1374,,,,0.0,,
1375,,,,0.0,,
1376,S01668,Transtage 4 payload truss?,-,1.0,6.2,9.61
1377,,,,0.0,,
1378,,,,0.0,,
1379,,,,0.0,,
1380,,,,0.0,,
1381,,,,0.0,,
1382,,,,0.0,,
1383,,,,0.0,,
1384,,,,0.0,,
1385,,,,0.0,,
1386,,,,0.0,,
1387,,,,0.0,,
1388,,,,0.0,,
1389,,,,0.0,,
1390,,,,0.0,,
1391,,,,0.0,,
1392,,,,0.0,,
1393,,,,0.0,,
1394,,,,0.0,,
1395,,,,0.0,,
1396,,,,0.0,,
1397,,,,0.0,,
1398,,,,0.0,,
1399,,,,0.0,,
1400,,,,0.0,,
1401,,,,0.0,,
1402,,,,0.0,,
1403,,,,0.0,,
1404,,,,0.0,,
1405,,,,0.0,,
1406,,,,0.0,,
1407,,,,0.0,,
1408,,,,0.0,,
1409,,,,0.0,,
1410,,,,0.0,,
1411,,,,0.0,,
1412,,,,0.0,,
1413,,,,0.0,,
1414,,,,0.0,,
1415,,,,0.0,,
1416,,,,0.0,,
1417,,,,0.0,,
1418,,,,0.0,,
1419,,,,0.0,,
1420,,,,0.0,,
1421,,,,0.0,,
1422,,,,0.0,,
1423,,,,0.0,,
1424,,,,0.0,,
1425,,,,0.0,,
1426,,,,0.0,,
1427,,,,0.0,,
1428,S01726,Explorer 29,Explorer BE,1.0,1.32,18.0
1429,S01729,Delta 34 Stage 3,-,1.0,0.75,0.75
1430,,,,0.0,,
1431,S01738,SR VIII,Solrad24,1.0,0.36,0.36
1432,S01739,Scout S138R Stage 4,-,1.0,0.75,0.75
1433,,,,0.0,,
1434,,,,0.0,,
1435,,,,0.0,,
1436,,,,0.0,,
1437,,,,0.0,,
1438,,,,0.0,,
1439,,,,0.0,,
1440,,,,0.0,,
1441,,,,0.0,,
1442,,,,0.0,,
1443,,,,0.0,,
1444,,,,0.0,,
1445,,,,0.0,,
1446,,,,0.0,,
1447,,,,0.0,,
1448,,,,0.0,,
1449,,,,0.0,,
1450,,,,0.0,,
1451,,,,0.0,,
1452,,,,0.0,,
1453,,,,0.0,,
1454,,,,0.0,,
1455,,,,0.0,,
1456,,,,0.0,,
1457,,,,0.0,,
1458,,,,0.0,,
1459,,,,0.0,,
1460,,,,0.0,,
1461,S01778,Asterix,Diamant Tech,1.0,0.25,0.25
1462,,,,0.0,,
1463,S01804,Alouette 2,Alouette,1.0,0.99,65.7
1464,S01805,Diamant A No. 1 Stage 3,-,1.0,1.4,1.4
1465,S01806,Explorer 31,Explorer IE,1.0,0.54,1.08
1466,S01807,Agena B 6102,-,1.0,9.45,9.45
1467,,,,0.0,,
1468,S01814,FR-1,CNES US,1.0,0.91,3.01
1469,S01815,Scout S139R Stage 4,-,1.0,0.75,0.75
1470,,,,0.0,,
1471,,,,0.0,,
1472,,,,0.0,,
1473,,,,0.0,,
1474,,,,0.0,,
1475,,,,0.0,,
1476,,,,0.0,,
1477,,,,0.0,,
1478,,,,0.0,,
1479,,,,0.0,,
1480,,,,0.0,,
1481,,,,0.0,,
1482,,,,0.0,,
1483,,,,0.0,,
1484,,,,0.0,,
1485,,,,0.0,,
1486,,,,0.0,,
1487,,,,0.0,,
1488,,,,0.0,,
1489,,,,0.0,,
1490,,,,0.0,,
1491,,,,0.0,,
1492,,,,0.0,,
1493,,,,0.0,,
1494,,,,0.0,,
1495,,,,0.0,,
1496,,,,0.0,,
1497,,,,0.0,,
1498,,,,0.0,,
1499,,,,0.0,,
1500,,,,0.0,,
1501,,,,0.0,,
1502,,,,0.0,,
1503,,,,0.0,,
1504,,,,0.0,,
1505,,,,0.0,,
1506,,,,0.0,,
1507,,,,0.0,,
1508,,,,0.0,,
1509,S01863,Transtage 8,-,1.0,14.26,14.26
1510,S01864,NNS 30060,NNS,1.0,0.15,15.0
1511,S01865,Scout S140C Stage 4,-,1.0,0.75,0.75
1512,,,,0.0,,
1513,,,,0.0,,
1514,,,,0.0,,
1515,,,,0.0,,
1516,,,,0.0,,
1517,,,,0.0,,
1518,,,,0.0,,
1519,,,,0.0,,
1520,,,,0.0,,
1521,,,,0.0,,
1522,,,,0.0,,
1523,,,,0.0,,
1524,,,,0.0,,
1525,,,,0.0,,
1526,,,,0.0,,
1527,,,,0.0,,
1528,,,,0.0,,
1529,,,,0.0,,
1530,,,,0.0,,
1531,,,,0.0,,
1532,,,,0.0,,
1533,,,,0.0,,
1534,,,,0.0,,
1535,,,,0.0,,
1536,,,,0.0,,
1537,,,,0.0,,
1538,,,,0.0,,
1539,,,,0.0,,
1540,,,,0.0,,
1541,,,,0.0,,
1542,,,,0.0,,
1543,,,,0.0,,
1544,,,,0.0,,
1545,,,,0.0,,
1546,,,,0.0,,
1547,,,,0.0,,
1548,,,,0.0,,
1549,,,,0.0,,
1550,,,,0.0,,
1551,,,,0.0,,
1552,,,,0.0,,
1553,,,,0.0,,
1554,,,,0.0,,
1555,,,,0.0,,
1556,,,,0.0,,
1557,,,,0.0,,
1558,,,,0.0,,
1559,,,,0.0,,
1560,,,,0.0,,
1561,,,,0.0,,
1562,,,,0.0,,
1563,,,,0.0,,
1564,,,,0.0,,
1565,,,,0.0,,
1566,,,,0.0,,
1567,,,,0.0,,
1568,,,,0.0,,
1569,,,,0.0,,
1570,,,,0.0,,
1571,,,,0.0,,
1572,,,,0.0,,
1573,,,,0.0,,
1574,,,,0.0,,
1575,,,,0.0,,
1576,,,,0.0,,
1577,,,,0.0,,
1578,,,,0.0,,
1579,,,,0.0,,
1580,,,,0.0,,
1581,,,,0.0,,
1582,,,,0.0,,
1583,,,,0.0,,
1584,,,,0.0,,
1585,,,,0.0,,
1586,S01948,DME-A adapter petal?,-,1.0,0.75,0.75
1587,,,,0.0,,
1588,,,,0.0,,
1589,S01951,DME-A adapter petal?,-,1.0,0.75,0.75
1590,S01952,NNS 30070,NNS,1.0,0.15,15.0
1591,S01953,Scout S142C Stage 4,-,1.0,0.75,0.75
1592,,,,0.0,,
1593,,,,0.0,,
1594,,,,0.0,,
1595,,,,0.0,,
1596,,,,0.0,,
1597,,,,0.0,,
1598,,,,0.0,,
1599,,,,0.0,,
1600,,,,0.0,,
1601,,,,0.0,,
1602,,,,0.0,,
1603,,,,0.0,,
1604,,,,0.0,,
1605,,,,0.0,,
1606,,,,0.0,,
1607,,,,0.0,,
1608,,,,0.0,,
1609,,,,0.0,,
1610,,,,0.0,,
1611,,,,0.0,,
1612,,,,0.0,,
1613,,,,0.0,,
1614,,,,0.0,,
1615,,,,0.0,,
1616,,,,0.0,,
1617,,,,0.0,,
1618,S01982,ESSA 1,Tiros,1.0,0.66,1.21
1619,S01983,Delta 36 Stage 3,-,1.0,0.75,0.75
1620,,,,0.0,,
1621,,,,0.0,,
1622,,,,0.0,,
1623,,,,0.0,,
1624,,,,0.0,,
1625,,,,0.0,,
1626,,,,0.0,,
1627,,,,0.0,,
1628,,,,0.0,,
1629,,,,0.0,,
1630,,,,0.0,,
1631,,,,0.0,,
1632,,,,0.0,,
1633,,,,0.0,,
1634,,,,0.0,,
1635,,,,0.0,,
1636,,,,0.0,,
1637,,,,0.0,,
1638,,,,0.0,,
1639,,,,0.0,,
1640,,,,0.0,,
1641,,,,0.0,,
1642,,,,0.0,,
1643,,,,0.0,,
1644,S02009,Midas IV solar array cover,-,1.0,0.45,0.45
1645,,,,0.0,,
1646,,,,0.0,,
1647,,,,0.0,,
1648,,,,0.0,,
1649,S02016,Diapason D-1A,Diamant Geod,1.0,0.1,0.75
1650,S02017,Diamant A No. 2 Stage 3,-,1.0,1.4,1.4
1651,,,,0.0,,
1652,,,,0.0,,
1653,,,,0.0,,
1654,,,,0.0,,
1655,,,,0.0,,
1656,,,,0.0,,
1657,,,,0.0,,
1658,,,,0.0,,
1659,,,,0.0,,
1660,,,,0.0,,
1661,,,,0.0,,
1662,,,,0.0,,
1663,,,,0.0,,
1664,,,,0.0,,
1665,,,,0.0,,
1666,,,,0.0,,
1667,,,,0.0,,
1668,,,,0.0,,
1669,,,,0.0,,
1670,,,,0.0,,
1671,,,,0.0,,
1672,,,,0.0,,
1673,,,,0.0,,
1674,,,,0.0,,
1675,,,,0.0,,
1676,,,,0.0,,
1677,,,,0.0,,
1678,,,,0.0,,
1679,,,,0.0,,
1680,,,,0.0,,
1681,,,,0.0,,
1682,,,,0.0,,
1683,S02091,ESSA 2,Tiros,1.0,0.66,1.21
1684,S02092,Alouette sep clamp?,-,1.0,0.02,0.04
1685,S02096,Delta 37 Stage 3,-,1.0,0.75,0.75
1686,,,,0.0,,
1687,,,,0.0,,
1688,,,,0.0,,
1689,,,,0.0,,
1690,,,,0.0,,
1691,,,,0.0,,
1692,,,,0.0,,
1693,S02119,NNS 30080,NNS,1.0,0.15,15.0
1694,S02120,Scout S143C Stage 4,-,1.0,0.75,0.75
1695,S02121,OV1-4,OV1 X,1.0,0.98,0.98
1696,S02122,OV1-5,OV1 X,1.0,0.98,0.98
1697,S02123,OV1-5P,-,1.0,1.47,1.47
1698,S02124,OV1-4P,-,1.0,1.47,1.47
1699,S02125,OPS 0340,DMSP,1.0,0.3,0.36
1700,,,,0.0,,
1701,,,,0.0,,
1702,,,,0.0,,
1703,S02142,OAO 1,OAO,1.0,6.82,14.3
1704,S02144,Agena D 6703,-,1.0,9.45,9.45
1705,,,,0.0,,
1706,,,,0.0,,
1707,,,,0.0,,
1708,S02150,OV3-1,OV3,1.0,0.49,0.49
1709,,,,0.0,,
1710,,,,0.0,,
1711,S02153,DME-A adapter sep clamp?,-,1.0,0.02,0.04
1712,,,,0.0,,
1713,,,,0.0,,
1714,,,,0.0,,
1715,,,,0.0,,
1716,,,,0.0,,
1717,,,,0.0,,
1718,,,,0.0,,
1719,,,,0.0,,
1720,,,,0.0,,
1721,,,,0.0,,
1722,,,,0.0,,
1723,,,,0.0,,
1724,,,,0.0,,
1725,,,,0.0,,
1726,,,,0.0,,
1727,,,,0.0,,
1728,,,,0.0,,
1729,,,,0.0,,
1730,S02173,Nimbus 2,Nimbus,1.0,5.04,5.04
1731,S02174,Agena B 6202,-,1.0,9.45,9.45
1732,,,,0.0,,
1733,S02176,NNS 30090,NNS,1.0,0.15,15.0
1734,,,,0.0,,
1735,,,,0.0,,
1736,,,,0.0,,
1737,S02180,Scout S146C Stage 4,-,1.0,0.75,0.75
1738,,,,0.0,,
1739,,,,0.0,,
1740,,,,0.0,,
1741,,,,0.0,,
1742,,,,0.0,,
1743,,,,0.0,,
1744,,,,0.0,,
1745,,,,0.0,,
1746,,,,0.0,,
1747,,,,0.0,,
1748,,,,0.0,,
1749,,,,0.0,,
1750,,,,0.0,,
1751,,,,0.0,,
1752,,,,0.0,,
1753,,,,0.0,,
1754,,,,0.0,,
1755,S02201,OV3-4,OV3,1.0,0.49,0.49
1756,,,,0.0,,
1757,,,,0.0,,
1758,,,,0.0,,
1759,,,,0.0,,
1760,S02206,Scout S147C Stage 4,-,1.0,0.75,0.75
1761,S02207,GGTS,GGTS,1.0,0.81,28.8
1762,,,,0.0,,
1763,,,,0.0,,
1764,,,,0.0,,
1765,,,,0.0,,
1766,,,,0.0,,
1767,,,,0.0,,
1768,,,,0.0,,
1769,S02215,OPS 9311,IDCSP,1.0,0.81,0.81
1770,S02216,OPS 9312,IDCSP,1.0,0.81,0.81
1771,S02217,OPS 9313,IDCSP,1.0,0.81,0.81
1772,S02218,OPS 9314,IDCSP,1.0,0.81,0.81
1773,S02219,OPS 9315,IDCSP,1.0,0.81,0.81
1774,S02220,OPS 9316,IDCSP,1.0,0.81,0.81
1775,S02221,OPS 9317,IDCSP,1.0,0.81,0.81
1776,S02222,Transtage 11,Transtage,1.0,14.26,14.26
1777,,,,0.0,,
1778,,,,0.0,,
1779,,,,0.0,,
1780,,,,0.0,,
1781,,,,0.0,,
1782,,,,0.0,,
1783,,,,0.0,,
1784,,,,0.0,,
1785,,,,0.0,,
1786,,,,0.0,,
1787,,,,0.0,,
1788,,,,0.0,,
1789,,,,0.0,,
1790,,,,0.0,,
1791,,,,0.0,,
1792,,,,0.0,,
1793,,,,0.0,,
1794,,,,0.0,,
1795,,,,0.0,,
1796,,,,0.0,,
1797,,,,0.0,,
1798,,,,0.0,,
1799,,,,0.0,,
1800,,,,0.0,,
1801,,,,0.0,,
1802,,,,0.0,,
1803,,,,0.0,,
1804,,,,0.0,,
1805,,,,0.0,,
1806,,,,0.0,,
1807,,,,0.0,,
1808,,,,0.0,,
1809,S02255,Agena D 6311,-,1.0,9.45,9.45
1810,S02256,Pageos canister half,-,1.0,0.32,0.64
1811,,,,0.0,,
1812,,,,0.0,,
1813,,,,0.0,,
1814,,,,0.0,,
1815,,,,0.0,,
1816,,,,0.0,,
1817,,,,0.0,,
1818,,,,0.0,,
1819,,,,0.0,,
1820,,,,0.0,,
1821,,,,0.0,,
1822,,,,0.0,,
1823,,,,0.0,,
1824,,,,0.0,,
1825,,,,0.0,,
1826,,,,0.0,,
1827,,,,0.0,,
1828,,,,0.0,,
1829,,,,0.0,,
1830,,,,0.0,,
1831,,,,0.0,,
1832,,,,0.0,,
1833,,,,0.0,,
1834,,,,0.0,,
1835,,,,0.0,,
1836,,,,0.0,,
1837,,,,0.0,,
1838,,,,0.0,,
1839,,,,0.0,,
1840,,,,0.0,,
1841,,,,0.0,,
1842,,,,0.0,,
1843,,,,0.0,,
1844,,,,0.0,,
1845,,,,0.0,,
1846,,,,0.0,,
1847,,,,0.0,,
1848,,,,0.0,,
1849,,,,0.0,,
1850,,,,0.0,,
1851,,,,0.0,,
1852,,,,0.0,,
1853,,,,0.0,,
1854,,,,0.0,,
1855,,,,0.0,,
1856,,,,0.0,,
1857,,,,0.0,,
1858,,,,0.0,,
1859,,,,0.0,,
1860,,,,0.0,,
1861,,,,0.0,,
1862,,,,0.0,,
1863,,,,0.0,,
1864,,,,0.0,,
1865,,,,0.0,,
1866,,,,0.0,,
1867,,,,0.0,,
1868,,,,0.0,,
1869,,,,0.0,,
1870,,,,0.0,,
1871,,,,0.0,,
1872,,,,0.0,,
1873,,,,0.0,,
1874,,,,0.0,,
1875,S02327,OV1-8 Container Half,-,1.0,0.25,0.25
1876,S02328,OV1-8P,-,1.0,1.47,1.47
1877,S02329,OV1-8 Container Half,-,1.0,0.25,0.25
1878,,,,0.0,,
1879,,,,0.0,,
1880,,,,0.0,,
1881,,,,0.0,,
1882,,,,0.0,,
1883,,,,0.0,,
1884,,,,0.0,,
1885,S02337,OV1-8P control assembly,-,1.0,0.35,0.49
1886,,,,0.0,,
1887,,,,0.0,,
1888,,,,0.0,,
1889,,,,0.0,,
1890,,,,0.0,,
1891,,,,0.0,,
1892,,,,0.0,,
1893,,,,0.0,,
1894,,,,0.0,,
1895,,,,0.0,,
1896,,,,0.0,,
1897,,,,0.0,,
1898,,,,0.0,,
1899,,,,0.0,,
1900,,,,0.0,,
1901,,,,0.0,,
1902,,,,0.0,,
1903,,,,0.0,,
1904,,,,0.0,,
1905,,,,0.0,,
1906,,,,0.0,,
1907,,,,0.0,,
1908,,,,0.0,,
1909,,,,0.0,,
1910,,,,0.0,,
1911,,,,0.0,,
1912,,,,0.0,,
1913,,,,0.0,,
1914,,,,0.0,,
1915,,,,0.0,,
1916,,,,0.0,,
1917,,,,0.0,,
1918,,,,0.0,,
1919,,,,0.0,,
1920,,,,0.0,,
1921,,,,0.0,,
1922,,,,0.0,,
1923,,,,0.0,,
1924,,,,0.0,,
1925,,,,0.0,,
1926,,,,0.0,,
1927,,,,0.0,,
1928,,,,0.0,,
1929,,,,0.0,,
1930,,,,0.0,,
1931,,,,0.0,,
1932,,,,0.0,,
1933,,,,0.0,,
1934,,,,0.0,,
1935,,,,0.0,,
1936,,,,0.0,,
1937,S02389,OV3-3,OV3,1.0,0.49,1.05
1938,,,,0.0,,
1939,,,,0.0,,
1940,,,,0.0,,
1941,,,,0.0,,
1942,,,,0.0,,
1943,,,,0.0,,
1944,,,,0.0,,
1945,,,,0.0,,
1946,S02401,NNS 30100,NNS,1.0,0.15,15.0
1947,S02403,FTV 1352,MIDAS RTS-I,1.0,4.5,4.5
1948,,,,0.0,,
1949,,,,0.0,,
1950,S02411,EGRS VII,Secor II,1.0,0.08,0.2
1951,S02412,ORS 1,ORS II,1.0,0.04,0.04
1952,S02413,Scout S149C Stage 4,-,1.0,0.75,0.75
1953,,,,0.0,,
1954,S02418,OPS 6026,DMSP,1.0,0.56,0.64
1955,,,,0.0,,
1956,S02422,Burner II No. 1,-,1.0,2.89,2.89
1957,,,,0.0,,
1958,,,,0.0,,
1959,,,,0.0,,
1960,,,,0.0,,
1961,,,,0.0,,
1962,S02435,ESSA 3,Tiros,1.0,0.66,1.21
1963,S02436,Delta 41 Stage 3,-,1.0,0.75,0.75
1964,,,,0.0,,
1965,,,,0.0,,
1966,S02481,FTV 1353,MIDAS RTS-I,1.0,4.5,4.5
1967,,,,0.0,,
1968,,,,0.0,,
1969,,,,0.0,,
1970,,,,0.0,,
1971,,,,0.0,,
1972,,,,0.0,,
1973,,,,0.0,,
1974,,,,0.0,,
1975,,,,0.0,,
1976,,,,0.0,,
1977,S02511,Pageos canister half,-,1.0,0.32,0.64
1978,S02514,INTELSAT II F-1,Intelsat,1.0,1.82,1.96
1979,,,,0.0,,
1980,,,,0.0,,
1981,,,,0.0,,
1982,,,,0.0,,
1983,,,,0.0,,
1984,S02520,EGRS VIII,Secor II,1.0,0.08,0.2
1985,,,,0.0,,
1986,,,,0.0,,
1987,,,,0.0,,
1988,,,,0.0,,
1989,,,,0.0,,
1990,,,,0.0,,
1991,,,,0.0,,
1992,S02529,LES 2 AKM,-,1.0,0.3,0.3
1993,,,,0.0,,
1994,,,,0.0,,
1995,,,,0.0,,
1996,,,,0.0,,
1997,,,,0.0,,
1998,,,,0.0,,
1999,,,,0.0,,
2000,,,,0.0,,
2001,,,,0.0,,
2002,,,,0.0,,
2003,,,,0.0,,
2004,,,,0.0,,
2005,,,,0.0,,
2006,,,,0.0,,
2007,,,,0.0,,
2008,,,,0.0,,
2009,,,,0.0,,
2010,,,,0.0,,
2011,,,,0.0,,
2012,,,,0.0,,
2013,,,,0.0,,
2014,,,,0.0,,
2015,,,,0.0,,
2016,,,,0.0,,
